date,home_team,away_team,home_score,away_score
2025-11-05,Ohio,Miami (OH),24,20
2025-11-06,Ball State,Kent State,17,13
2025-11-06,Toledo,Northern Illinois,42,3
2025-11-07,App State,Georgia Southern,23,25
2025-11-07,South Florida,UTSA,55,23
2025-11-08,UCF,Houston,27,30
2025-11-08,USC,Northwestern,38,17
2025-11-08,Memphis,Tulane,32,38
2025-11-08,Marshall,James Madison,23,35
2025-11-08,Texas Tech,BYU,29,7
2025-11-08,West Virginia,Colorado,29,22
2025-11-08,Army,Temple,14,13
2025-11-08,Boston College,SMU,13,45
2025-11-08,Penn State,Indiana,24,27
2025-11-08,Mississippi State,Georgia,21,41
2025-11-08,Arkansas State,Southern Miss,21,27
2025-11-08,Liberty,Missouri State,17,21
2025-11-08,Ole Miss,The Citadel,49,0
2025-11-08,Purdue,Ohio State,10,34
2025-11-08,Eastern Michigan,Bowling Green,27,21
2025-11-08,Rice,UAB,24,17
2025-11-08,Rutgers,Maryland,35,20
2025-11-08,UTEP,Jacksonville State,27,30
2025-11-08,Middle Tennessee,Florida International,30,56
2025-11-08,Florida Atlantic,Tulsa,40,21
2025-11-08,Delaware,Louisiana Tech,25,24
2025-11-08,East Carolina,Charlotte,48,22
2025-11-08,Miami,Syracuse,38,10
2025-11-08,UConn,Duke,37,34
2025-11-08,Iowa,Oregon,16,18
2025-11-08,Missouri,Texas A&M,17,38
2025-11-08,TCU,Iowa State,17,20
2025-11-08,Arizona,Kansas,24,20
2025-11-08,New Mexico State,Kennesaw State,21,24
2025-11-08,Coastal Carolina,Georgia State,40,27
2025-11-08,Vanderbilt,Auburn,45,38
2025-11-08,Wisconsin,Washington,13,10
2025-11-08,North Carolina,Stanford,20,15
2025-11-08,Louisiana,Texas State,42,39
2025-11-08,San José State,Air Force,16,26
2025-11-09,Virginia,Wake Forest,9,16
2025-11-09,Louisville,California,26,29
2025-11-09,Clemson,Florida State,24,10
2025-11-09,Notre Dame,Navy,49,10
2025-11-09,Utah State,Nevada,51,14
2025-11-09,Kentucky,Florida,38,7
2025-11-09,Alabama,LSU,20,9
2025-11-09,UCLA,Nebraska,21,28
2025-11-09,Colorado State,UNLV,10,42
2025-11-09,Oregon State,Sam Houston,17,21
2025-11-09,Hawai'i,San Diego State,38,6
2025-11-12,Akron,Kent State,35,42
2025-11-12,Western Michigan,Ohio,17,13
2025-11-13,Central Michigan,Buffalo,38,19
2025-11-13,Miami (OH),Toledo,3,24
2025-11-13,Massachusetts,Northern Illinois,3,45
2025-11-14,Old Dominion,Troy,33,0
2025-11-15,Louisville,Clemson,19,20
2025-11-15,Oregon,Minnesota,42,13
2025-11-15,Oklahoma State,Kansas State,6,14
2025-11-15,Cincinnati,Arizona,24,30
2025-11-15,Pittsburgh,Notre Dame,15,37
2025-11-15,Northwestern,Michigan,22,24
2025-11-15,Ball State,Eastern Michigan,9,24
2025-11-15,UConn,Air Force,26,16
2025-11-15,Charlotte,UTSA,7,28
2025-11-15,Navy,South Florida,41,38
2025-11-15,Indiana,Wisconsin,31,7
2025-11-15,Texas A&M,South Carolina,31,30
2025-11-15,LSU,Arkansas,23,22
2025-11-15,Arizona State,West Virginia,25,23
2025-11-15,Tulsa,Oregon State,31,14
2025-11-15,Kentucky,Tennessee Tech,42,10
2025-11-15,Georgia State,Marshall,18,30
2025-11-15,UAB,North Texas,24,53
2025-11-15,Missouri State,UTEP,38,24
2025-11-15,New Mexico,Colorado State,20,17
2025-11-15,James Madison,App State,58,10
2025-11-15,USC,Iowa,26,21
2025-11-15,Illinois,Maryland,24,6
2025-11-15,Southern Miss,Texas State,14,41
2025-11-15,UL Monroe,South Alabama,14,26
2025-11-15,Nevada,San José State,55,10
2025-11-15,Western Kentucky,Middle Tennessee,42,26
2025-11-15,Boston College,Georgia Tech,34,36
2025-11-15,Duke,Virginia,17,34
2025-11-15,Texas Tech,UCF,48,9
2025-11-15,Alabama,Oklahoma,21,23
2025-11-15,Miami,NC State,41,7
2025-11-15,Michigan State,Penn State,10,28
2025-11-15,East Carolina,Memphis,31,27
2025-11-15,Tulane,Florida Atlantic,35,24
2025-11-15,Tennessee,New Mexico State,42,9
2025-11-15,Wake Forest,North Carolina,28,12
2025-11-15,Florida International,Liberty,34,27
2025-11-15,Georgia Southern,Coastal Carolina,45,40
2025-11-16,Baylor,Utah,28,55
2025-11-16,Sam Houston,Delaware,26,23
2025-11-16,UNLV,Utah State,29,26
2025-11-16,Ole Miss,Florida,34,24
2025-11-16,Washington,Purdue,49,13
2025-11-16,Ohio State,UCLA,48,10
2025-11-16,Florida State,Virginia Tech,34,14
2025-11-16,Georgia,Texas,35,10
2025-11-16,Missouri,Mississippi State,49,27
2025-11-16,Jacksonville State,Kennesaw State,35,26
2025-11-16,Washington State,Louisiana Tech,28,3
2025-11-16,BYU,TCU,44,13
2025-11-16,San Diego State,Boise State,17,7
2025-11-16,Fresno State,Wyoming,24,3
2025-11-19,Northern Illinois,Western Michigan,19,35
2025-11-19,Bowling Green,Akron,16,19
2025-11-19,Ohio,Massachusetts,42,14
2025-11-20,Kent State,Central Michigan,16,28
2025-11-20,Buffalo,Miami (OH),20,37
2025-11-21,Arkansas State,Louisiana,30,34
2025-11-22,NC State,Florida State,21,11
2025-11-22,UNLV,Hawai'i,38,10
2025-11-22,Virginia Tech,Miami,17,34
2025-11-22,Wake Forest,Delaware,52,14
2025-11-22,Iowa State,Kansas,38,14
2025-11-22,Ohio State,Rutgers,42,9
2025-11-22,SMU,Louisville,38,6
2025-11-22,Northwestern,Minnesota,38,35
2025-11-22,Texas A&M,Samford,48,0
2025-11-22,Oklahoma,Missouri,17,6
2025-11-22,Army,Tulsa,25,26
2025-11-22,Georgia,Charlotte,35,3
2025-11-22,Arizona,Baylor,41,17
2025-11-22,Georgia Southern,Old Dominion,10,45
2025-11-22,James Madison,Washington State,24,20
2025-11-22,Toledo,Ball State,38,9
2025-11-22,Alabama,Eastern Illinois,56,0
2025-11-22,Wyoming,Nevada,7,13
2025-11-22,Kennesaw State,Missouri State,41,34
2025-11-22,Auburn,Mercer,62,17
2025-11-22,App State,Marshall,26,24
2025-11-22,Florida Atlantic,UConn,45,48
2025-11-22,Middle Tennessee,Sam Houston,31,17
2025-11-22,UTEP,New Mexico State,31,34
2025-11-22,UAB,South Florida,18,48
2025-11-22,Louisiana Tech,Liberty,34,28
2025-11-22,South Alabama,Southern Miss,42,35
2025-11-22,UTSA,East Carolina,58,24
2025-11-22,Florida International,Jacksonville State,27,21
2025-11-22,Notre Dame,Syracuse,70,7
2025-11-22,Oregon,USC,42,27
2025-11-22,Iowa,Michigan State,20,17
2025-11-22,North Carolina,Duke,25,32
2025-11-22,Vanderbilt,Kentucky,45,17
2025-11-22,Texas,Arkansas,52,37
2025-11-22,Temple,Tulane,13,37
2025-11-22,Maryland,Michigan,20,45
2025-11-22,Houston,TCU,14,17
2025-11-22,Utah,Kansas State,51,47
2025-11-22,UCF,Oklahoma State,17,14
2025-11-22,Troy,Georgia State,31,19
2025-11-22,South Carolina,Coastal Carolina,51,7
2025-11-22,Clemson,Furman,45,10
2025-11-22,Texas State,UL Monroe,31,14
2025-11-23,Air Force,New Mexico,3,20
2025-11-23,Boise State,Colorado State,49,21
2025-11-23,Penn State,Nebraska,37,10
2025-11-23,Georgia Tech,Pittsburgh,28,42
2025-11-23,Wisconsin,Illinois,27,10
2025-11-23,Rice,North Texas,24,56
2025-11-23,Stanford,California,31,10
2025-11-23,Florida,Tennessee,11,31
2025-11-23,LSU,Western Kentucky,13,10
2025-11-23,Colorado,Arizona State,17,42
2025-11-23,Cincinnati,BYU,14,26
2025-11-23,Fresno State,Utah State,17,28
2025-11-23,San Diego State,San José State,25,3
2025-11-23,UCLA,Washington,14,48
2025-11-25,Massachusetts,Bowling Green,14,45
2025-11-26,Eastern Michigan,Western Michigan,21,31
2025-11-28,Memphis,Navy,17,28
2025-11-28,Northern Illinois,Kent State,31,35
2025-11-28,Nebraska,Iowa,16,40
2025-11-28,Buffalo,Ohio,26,31
2025-11-28,Mississippi State,Ole Miss,19,38
2025-11-28,Kansas,Utah,21,31
2025-11-28,Colorado State,Air Force,21,42
2025-11-28,Georgia Tech,Georgia,9,16
2025-11-28,North Texas,Temple,52,25
2025-11-28,New Mexico,San Diego State,23,17
2025-11-28,Utah State,Boise State,24,25
2025-11-29,Purdue,Indiana,3,56
2025-11-29,Texas,Texas A&M,27,17
2025-11-29,Arizona State,Arizona,7,23
2025-11-29,Miami (OH),Ball State,45,24
2025-11-29,Louisville,Kentucky,41,0
2025-11-29,South Carolina,Clemson,14,28
2025-11-29,Florida Atlantic,East Carolina,3,42
2025-11-29,Michigan,Ohio State,9,27
2025-11-29,West Virginia,Texas Tech,0,49
2025-11-29,Central Michigan,Toledo,3,21
2025-11-29,Kansas State,Colorado,24,14
2025-11-29,Pittsburgh,Miami,7,38
2025-11-29,Baylor,Houston,24,31
2025-11-29,Oklahoma State,Iowa State,13,20
2025-11-29,BYU,UCF,41,21
2025-11-29,Sam Houston,Florida International,16,56
2025-11-29,Delaware,UTEP,61,31
2025-11-29,Marshall,Georgia Southern,19,24
2025-11-29,Jacksonville State,Western Kentucky,37,34
2025-11-29,Missouri State,Louisiana Tech,30,42
2025-11-29,Old Dominion,Georgia State,27,10
2025-11-29,App State,Arkansas State,29,30
2025-11-29,Louisiana,UL Monroe,30,27
2025-11-29,Texas State,South Alabama,49,26
2025-11-29,New Mexico State,Middle Tennessee,24,31
2025-11-29,Tulsa,UAB,24,31
2025-11-29,Syracuse,Boston College,12,34
2025-11-29,TCU,Cincinnati,45,23
2025-11-29,Duke,Wake Forest,49,32
2025-11-29,Tennessee,Vanderbilt,24,45
2025-11-29,Arkansas,Missouri,17,31
2025-11-29,Oklahoma,LSU,17,13
2025-11-29,Minnesota,Wisconsin,17,7
2025-11-29,Rutgers,Penn State,36,40
2025-11-29,UTSA,Army,24,27
2025-11-29,Washington,Oregon,14,26
2025-11-29,Liberty,Kennesaw State,42,48
2025-11-29,Southern Miss,Troy,18,28
2025-11-29,Coastal Carolina,James Madison,10,59
2025-11-29,Florida,Florida State,40,21
2025-11-29,Washington State,Oregon State,32,8
2025-11-30,South Florida,Rice,52,3
2025-11-30,Michigan State,Maryland,38,28
2025-11-30,Virginia,Virginia Tech,27,7
2025-11-30,Illinois,Northwestern,20,13
2025-11-30,NC State,North Carolina,42,19
2025-11-30,Auburn,Alabama,20,27
2025-11-30,Tulane,Charlotte,27,0
2025-11-30,USC,UCLA,29,10
2025-11-30,California,SMU,38,35
2025-11-30,Nevada,UNLV,17,42
2025-11-30,Stanford,Notre Dame,20,49
2025-11-30,San José State,Fresno State,14,41
2025-11-30,Hawai'i,Wyoming,27,7
2025-12-06,Jacksonville State,Kennesaw State,15,19
2025-12-06,James Madison,Troy,31,14
2025-12-06,Boise State,UNLV,38,21
2025-12-06,Tulane,North Texas,34,21
2025-12-06,Texas Tech,BYU,34,7
2025-12-06,Western Michigan,Miami (OH),23,13
2025-12-06,Alabama,Georgia,7,28
2025-12-07,Virginia,Duke,20,27
2025-12-07,Ohio State,Indiana,10,13
2025-12-13,Navy,Army,17,16
2025-12-14,Washington,Boise State,38,10
2025-12-17,Jacksonville State,Troy,17,13
2025-12-17,South Florida,Old Dominion,10,24
2025-12-18,Delaware,Louisiana,20,13
2025-12-19,Arkansas State,Missouri State,34,28
2025-12-19,Western Michigan,Kennesaw State,41,6
2025-12-19,NC State,Memphis,31,7
2025-12-20,Oklahoma,Alabama,24,34
2025-12-20,Texas A&M,Miami,3,10
2025-12-20,Ole Miss,Tulane,41,10
2025-12-21,Oregon,James Madison,51,34
2025-12-22,Utah State,Washington State,21,34
2025-12-23,Louisville,Toledo,27,22
2025-12-23,Southern Miss,Western Kentucky,16,27
2025-12-24,Ohio,UNLV,17,10
2025-12-25,Hawai'i,California,35,31
2025-12-26,Northwestern,Central Michigan,34,7
2025-12-26,Minnesota,New Mexico,20,17
2025-12-27,UTSA,Florida International,57,20
2025-12-27,East Carolina,Pittsburgh,23,17
2025-12-27,Clemson,Penn State,10,22
2025-12-27,Army,UConn,41,16
2025-12-27,BYU,Georgia Tech,25,21
2025-12-27,Fresno State,Miami (OH),18,3
2025-12-27,San Diego State,North Texas,47,49
2025-12-28,Missouri,Virginia,7,13
2025-12-28,Houston,LSU,38,35
2025-12-29,App State,Georgia Southern,10,29
2025-12-30,Louisiana Tech,Coastal Carolina,23,14
2025-12-30,Illinois,Tennessee,30,28
2025-12-31,TCU,USC,30,27
2025-12-31,Vanderbilt,Iowa,27,34
2025-12-31,Duke,Arizona State,42,39
2025-12-31,Texas,Michigan,41,27
2025-12-31,Utah,Nebraska,44,22
2026-01-01,Ohio State,Miami,14,24
2026-01-01,Texas Tech,Oregon,0,23
2026-01-01,Indiana,Alabama,38,3
2026-01-02,Georgia,Ole Miss,34,39
2026-01-02,Texas State,Rice,41,10
2026-01-02,Cincinnati,Navy,13,35
2026-01-03,SMU,Arizona,24,19
2026-01-03,Mississippi State,Wake Forest,29,43
2026-01-09,Ole Miss,Miami,27,31
2026-01-10,Indiana,Oregon,56,22
2026-01-20,Indiana,Miami,27,21
